Modelo,Ano,Preço,KM,Estado
 Land Rover Range Rover Evoque PRESTIGE 4WD ,2013, R$ 112.999 ,91810,São Paulo
 Volkswagen Amarok CD TURBO ,2012, R$ 82.799 ,92866,São Paulo
 Honda Hr-V EXL ,2016, R$ 86.799 ,78830,São Paulo
 Jeep Renegade SPORT ,2016, R$ 68.299 ,54330,São Paulo
 Hyundai HB20S COMFORT STYLE ,2018, R$ 66.299 ,47849,Minas Gerais
 Honda Civic TURBO TOURING ,2017, R$ 118.799 ,62770,São Paulo
 Hyundai ix35 MPFI GL ,2019, R$ 93.999 ,31250,São Paulo
 Chevrolet Tracker TURBO LTZ ,2017, R$ 89.299 ,19645,São Paulo
 Bmw X1 SDRIVE18I TOP ,2011, R$ 60.499 ,70590,São Paulo
 Honda Civic ONE LX ,2020, R$ 112.999 ,16435,São Paulo
 Volkswagen Voyage MI TRENDLINE ,2015, R$ 40.999 ,82000,São Paulo
 Chevrolet Cruze LT ,2015, R$ 64.299 ,44240,São Paulo
 Honda City LX ,2017, R$ 71.299 ,50300,Minas Gerais
 Hyundai Creta PRESTIGE ,2020, R$ 107.799 ,28215,São Paulo
 Chevrolet Tracker TURBO LT ,2018, R$ 83.799 ,48230,São Paulo
 Jeep Renegade LONGITUDE ,2016, R$ 71.799 ,56420,São Paulo
 Hyundai Creta PRESTIGE ,2020, R$ 107.299 ,42520,São Paulo
 Jeep Renegade LONGITUDE ,2017, R$ 74.799 ,62885,São Paulo
 Volkswagen Polo 200 TSI HIGHLINE ,2019, R$ 82.799 ,45400,São Paulo
 Chevrolet Cruze TURBO LTZ ,2017, R$ 85.999 ,69130,São Paulo
 Jeep Renegade LONGITUDE ,2016, R$ 71.999 ,45530,São Paulo
 Jeep Renegade SPORT ,2018, R$ 74.299 ,45031,Minas Gerais
 Volkswagen Polo 200 TSI COMFORTLINE ,2018, R$ 73.299 ,33765,São Paulo
 Volkswagen Virtus MSI TOTAL ,2019, R$ 67.999 ,45250,São Paulo
 Ford Ka + TI-VCT SE ,2018, R$ 47.799 ,56020,São Paulo
 Fiat Cronos E.TORQ  PRECISION ,2020, R$ 74.499 ,23570,São Paulo
 Nissan Kicks START SL ,2018, R$ 86.499 ,36800,São Paulo
 Chevrolet Onix MPFI ACTIV ,2017, R$ 60.499 ,69577,São Paulo
 Volkswagen Polo 200 TSI COMFORTLINE ,2018, R$ 72.999 ,37305,São Paulo
 Volkswagen Voyage MI ,2013, R$ 35.799 ,82635,São Paulo
 Jeep Renegade LONGITUDE ,2017, R$ 75.499 ,35080,Minas Gerais
 Bmw 320i AUTOMÁTICO ,2012, R$ 67.799 ,57074,São Paulo
 Volkswagen Polo 200 TSI HIGHLINE ,2020, R$ 89.499 ,20726,Minas Gerais
 Jeep Renegade LONGITUDE ,2016, R$ 70.999 ,80240,São Paulo
 Hyundai ix35 MPFI GL ,2018, R$ 88.499 ,62710,Rio de Janeiro
 Volkswagen Jetta I VARIANT ,2012, R$ 53.299 ,110230,São Paulo
 Honda Hr-V EXL ,2016, R$ 86.799 ,79680,São Paulo
 Chevrolet Onix MPFI ACTIV ,2018, R$ 63.499 ,62262,São Paulo
 Volkswagen T-Cross 200 TSI TOTAL ,2020, R$ 102.299 ,25952,São Paulo
 Jeep Renegade LONGITUDE ,2018, R$ 78.299 ,59645,São Paulo
 Jeep Renegade STD ,2018, R$ 70.799 ,51650,São Paulo
 Toyota Corolla ALTIS ,2016, R$ 86.999 ,91500,São Paulo
 Kia Cerato SX ,2020, R$ 98.299 ,38819,São Paulo
 Chevrolet Onix MPFI ACTIV ,2019, R$ 67.799 ,46895,São Paulo
 Mitsubishi ASX AUTOMATICO FLEX ,2019, R$ 98.299 ,22903,São Paulo
 Honda Fit EX ,2016, R$ 65.799 ,78252,São Paulo
 Jeep Renegade LIMITED ,2018, R$ 80.299 ,65344,São Paulo
 Bmw X1 SDRIVE18I ,2011, R$ 59.799 ,104560,São Paulo
 Nissan Kicks START SL ,2019, R$ 93.499 ,48000,São Paulo
 Volkswagen Polo 200 TSI HIGHLINE ,2020, R$ 88.799 ,41297,São Paulo
 Jeep Compass LONGITUDE ,2018, R$ 105.799 ,45190,Minas Gerais
 Hyundai ix35 MPFI GL ,2017, R$ 85.999 ,63460,São Paulo
 Ford Eco Sport TITANIUM ,2014, R$ 54.299 ,80525,São Paulo
 Hyundai HB20X STYLE ,2016, R$ 54.299 ,43540,São Paulo
 Hyundai Creta PULSE PLUS ,2019, R$ 92.499 ,35414,São Paulo
 Dodge Journey RT V6 ,2013, R$ 59.999 ,101104,São Paulo
 Nissan Kicks START S ,2018, R$ 79.999 ,65035,São Paulo
 Chevrolet Cruze TURBO LT ,2017, R$ 82.499 ,69767,São Paulo
 Nissan Kicks START S ,2018, R$ 80.499 ,48587,São Paulo
 Dodge Journey RT V6 ,2012, R$ 54.299 ,107075,São Paulo
 Nissan Kicks START SV ,2018, R$ 84.299 ,33715,São Paulo
 Hyundai Creta ATTITUDE ,2018, R$ 84.299 ,28000,São Paulo
 Jeep Renegade SPORT ,2018, R$ 73.999 ,53691,São Paulo
 Volkswagen Virtus 200 TSI HIGHLINE ,2018, R$ 79.499 ,64250,São Paulo
 Ford Focus TITANIUM PLUS ,2015, R$ 55.999 ,89345,São Paulo
 Hyundai Creta PRESTIGE ,2017, R$ 90.299 ,47555,São Paulo
 Mitsubishi ASX ONEILL ,2016, R$ 71.999 ,102670,São Paulo
 Chevrolet Tracker TURBO LT ,2018, R$ 84.799 ,21331,São Paulo
 Hyundai HB20S PREMIUM ,2017, R$ 64.999 ,63022,São Paulo
 Audi A3 TFSI SEDAN AMBITION ,2016, R$ 93.799 ,96000,São Paulo
 Peugeot 2008 GRIFFE ,2017, R$ 63.299 ,70450,São Paulo
 Jeep Compass SPORT ,2018, R$ 96.799 ,70624,São Paulo
 Chevrolet Onix MPFI ACTIV ,2018, R$ 67.299 ,59767,Rio de Janeiro
 Toyota Corolla GLI UPPER ,2017, R$ 82.299 ,96000,São Paulo
 Fiat Cronos FIREFLY DRIVE ,2019, R$ 63.299 ,22552,São Paulo
 Honda Hr-V EXL ,2020, R$ 120.799 ,30150,São Paulo
 Chevrolet Cruze TURBO LT ,2018, R$ 88.499 ,26183,São Paulo
 Ford Focus S ,2014, R$ 48.499 ,101632,São Paulo
 Volkswagen Crossfox MI ,2014, R$ 45.299 ,85270,São Paulo
 Jeep Renegade LONGITUDE ,2016, R$ 70.499 ,100490,São Paulo
 Jeep Renegade STD ,2018, R$ 73.799 ,36616,São Paulo
 Ford Focus SE SEDAN ,2015, R$ 52.299 ,44103,São Paulo
 Chevrolet Cruze TURBO LTZ ,2018, R$ 91.999 ,69000,São Paulo
 Hyundai HB20X STYLE ,2019, R$ 69.299 ,27300,São Paulo
 Volkswagen Polo 200 TSI COMFORTLINE ,2019, R$ 75.999 ,55070,São Paulo
 Jeep Renegade SPORT ,2017, R$ 68.799 ,40000,São Paulo
 Chevrolet Cruze TURBO SPORT6 LT ,2017, R$ 83.299 ,40591,São Paulo
 Hyundai HB20X PREMIUM ,2019, R$ 71.299 ,36510,São Paulo
 Mercedes Benz C 180 CGI TURBO ,2017, R$ 132.999 ,60000,São Paulo
 Toyota Corolla XEI ,2015, R$ 75.299 ,85000,São Paulo
 Volkswagen Jetta TSI HIGHLINE ,2016, R$ 84.499 ,92200,São Paulo
 Volkswagen Jetta TSI HIGHLINE ,2015, R$ 75.999 ,108477,São Paulo
 Toyota Corolla XEI ,2017, R$ 88.499 ,70707,São Paulo
 Toyota Corolla XEI ,2017, R$ 87.299 ,101357,São Paulo
 Hyundai Creta PULSE PLUS ,2020, R$ 98.499 ,25000,São Paulo
 Chevrolet Cruze LT SPORT6 ,2013, R$ 55.799 ,89228,São Paulo
 Volkswagen Polo 200 TSI HIGHLINE ,2018, R$ 78.799 ,37560,Minas Gerais
 Toyota Corolla XEI ,2017, R$ 88.799 ,64692,São Paulo
 Hyundai Creta ATTITUDE ,2017, R$ 80.499 ,79172,São Paulo
 Volkswagen Jetta TSI HIGHLINE ,2017, R$ 91.499 ,85307,São Paulo
 Chevrolet Equinox 2.0 TURBO PREMIER AWD ,2020, R$ 157.799 ,33400,São Paulo
 Volkswagen Golf MI SPORTLINE ,2011, R$ 41.999 ,100530,São Paulo
 Ford Eco Sport FREESTYLE ,2015, R$ 56.499 ,82180,São Paulo
 Jeep Renegade SPORT ,2016, R$ 67.799 ,77964,São Paulo
 Ford Eco Sport FREESTYLE ,2014, R$ 53.299 ,83288,São Paulo
 Hyundai ix35 MPI ,2013, R$ 66.499 ,102250,São Paulo
 Jeep Compass SPORT ,2018, R$ 97.999 ,34000,São Paulo
 Audi A4 TFSI PRESTIGE PLUS ,2019, R$ 185.299 ,38400,São Paulo
 Ford Eco Sport FREESTYLE ,2015, R$ 56.999 ,55032,Rio de Janeiro
 Ford Eco Sport SE ,2014, R$ 51.799 ,73570,São Paulo
 Volkswagen Golf TSI COMFORTLINE ,2015, R$ 73.999 ,59174,São Paulo
 Volkswagen Tiguan TSI TURBO ,2012, R$ 58.299 ,108000,São Paulo
 Toyota Corolla XEI ,2016, R$ 83.499 ,76229,São Paulo
 Ford Eco Sport SE ,2017, R$ 62.799 ,48510,São Paulo
 Jeep Renegade SPORT ,2018, R$ 70.999 ,52518,São Paulo
 Chevrolet Cruze TURBO SPORT6 LTZ ,2018, R$ 93.299 ,56077,São Paulo
 Nissan Kicks START SL ,2018, R$ 85.499 ,65984,Minas Gerais
 Jeep Renegade SPORT ,2019, R$ 79.499 ,39000,São Paulo
 Hyundai ix35 MPFI GL ,2018, R$ 93.299 ,63079,São Paulo
 Mitsubishi Eclipse Cross MIVEC TURBO HPE-S AWD ,2020, R$ 141.299 ,26510,São Paulo
 Volkswagen Jetta TSI COMFORTLINE ,2017, R$ 84.299 ,46752,São Paulo
 Volkswagen Virtus MSI TOTAL ,2019, R$ 67.999 ,44227,São Paulo
 Chevrolet Tracker TURBO PREMIER ,2018, R$ 90.999 ,62590,São Paulo
 Ford Eco Sport SE ,2017, R$ 61.299 ,54433,São Paulo
 Jeep Renegade SPORT ,2017, R$ 67.799 ,78530,São Paulo
 Chevrolet Cruze TURBO SPORT6 LTZ ,2018, R$ 94.799 ,8202,São Paulo
 Nissan Kicks START SV ,2018, R$ 82.999 ,69610,Rio de Janeiro
 Hyundai Creta PRESTIGE ,2017, R$ 90.299 ,55072,São Paulo
 Chevrolet Cruze LT ,2012, R$ 48.999 ,110352,São Paulo
 Chevrolet Cruze LT SPORT6 ,2013, R$ 55.999 ,76000,São Paulo
 Ford Eco Sport DIRECT TITANIUM ,2019, R$ 81.999 ,31990,São Paulo
 Bmw X1 TURBO ACTIVE SDRIVE20I ,2019, R$ 178.799 ,22159,São Paulo
 Fiat Freemont EMOTION ,2012, R$ 49.499 ,94529,Rio de Janeiro
 Volkswagen Polo 200 TSI COMFORTLINE ,2019, R$ 76.499 ,38311,São Paulo
 Hyundai Creta PULSE PLUS ,2018, R$ 88.799 ,47468,São Paulo
 Toyota Corolla GLI UPPER ,2016, R$ 76.799 ,83056,São Paulo
 Honda Civic ONE EXL ,2017, R$ 101.799 ,61215,Minas Gerais
 Chevrolet Tracker TURBO LTZ ,2017, R$ 87.799 ,65500,São Paulo
 Chevrolet Tracker TURBO PREMIER ,2018, R$ 91.299 ,52345,São Paulo
 Mitsubishi Outlander AUTOMATICO GASOLINA ,2016, R$ 91.999 ,104630,São Paulo
 Mitsubishi Outlander AUTOMATICO GASOLINA ,2016, R$ 91.999 ,104370,São Paulo
 Fiat Toro EVO FREEDOM ,2018, R$ 89.499 ,75142,São Paulo
 Jeep Compass LIMITED ,2017, R$ 103.999 ,58163,São Paulo
 Jeep Renegade SPORT ,2019, R$ 78.999 ,54456,São Paulo
 Fiat Bravo ESSENCE ,2011, R$ 30.499 ,58780,São Paulo
 Nissan Kicks START SL ,2020, R$ 100.499 ,35570,São Paulo
 Bmw X1 TURBO ACTIVE SDRIVE20I ,2015, R$ 92.299 ,60000,São Paulo
 Nissan Kicks START SL ,2017, R$ 82.999 ,47342,São Paulo
 Volkswagen Polo 200 TSI HIGHLINE ,2018, R$ 77.999 ,63726,São Paulo
 Chevrolet Onix MPFI ACTIV ,2018, R$ 63.999 ,48884,São Paulo
 Jeep Renegade LIMITED ,2019, R$ 91.799 ,33546,São Paulo
 Hyundai Creta PRESTIGE ,2018, R$ 96.799 ,77641,São Paulo
 Ford Fiesta SE STYLE HATCH ,2017, R$ 49.799 ,59136,São Paulo
 Mitsubishi ASX AUTOMATICO FLEX ,2018, R$ 93.299 ,71063,São Paulo
 Audi A5 TFSI SPORTBACK AMBIENTE ,2018, R$ 191.999 ,27135,São Paulo
 Renault Captur SCE INTENSE ,2018, R$ 78.999 ,52622,Rio de Janeiro
 Jeep Renegade LONGITUDE ,2016, R$ 72.299 ,36140,São Paulo
 Hyundai HB20S PREMIUM ,2019, R$ 74.799 ,28750,São Paulo
 Honda Civic ONE EX ,2017, R$ 100.299 ,45468,São Paulo
 Ford Eco Sport FREESTYLE ,2016, R$ 63.299 ,15300,São Paulo
 Honda Fit LX ,2018, R$ 74.299 ,38385,São Paulo
 Chevrolet Tracker TURBO LTZ ,2017, R$ 88.499 ,46130,São Paulo
 Bmw 320i SPORT GP ,2021, R$ 227.999 ,13378,Minas Gerais
 Ford Eco Sport DIRECT TITANIUM ,2018, R$ 77.999 ,36085,São Paulo
 Fiat Toro EVO FREEDOM ,2019, R$ 97.799 ,27290,São Paulo
 Jeep Renegade LONGITUDE ,2016, R$ 71.299 ,73800,São Paulo
 Nissan Kicks START S ,2019, R$ 79.499 ,26304,São Paulo
 Audi A1 TFSI ATTRACTION ,2011, R$ 56.999 ,102327,São Paulo
 Jeep Renegade LONGITUDE ,2016, R$ 70.799 ,97655,São Paulo
 Jeep Compass LONGITUDE ,2018, R$ 105.999 ,39016,São Paulo
 Hyundai HB20S COMFORT PLUS ,2019, R$ 66.299 ,45014,São Paulo
 Land Rover Discovery Sport SI4 TURBO SE ,2015, R$ 125.799 ,79397,São Paulo
 Hyundai Creta ATTITUDE ,2019, R$ 85.799 ,40250,São Paulo
 Jeep Renegade SPORT ,2017, R$ 68.499 ,47800,São Paulo
 Chevrolet Tracker TURBO LTZ ,2017, R$ 88.299 ,53897,São Paulo
 Ford Eco Sport TI-VCT SE ,2019, R$ 73.999 ,27533,São Paulo
 Nissan Kicks START RIO 2016 ,2017, R$ 81.299 ,51812,São Paulo
 Fiat Cronos FIREFLY DRIVE GSR ,2019, R$ 59.299 ,51771,São Paulo
 Hyundai Creta SPORT ,2018, R$ 91.799 ,43626,São Paulo
 Hyundai Creta PRESTIGE ,2017, R$ 88.999 ,86000,São Paulo
 Jeep Renegade SPORT ,2020, R$ 82.799 ,39281,São Paulo
 Chevrolet Cruze TURBO LTZ ,2019, R$ 101.499 ,39000,São Paulo
 Jeep Compass LONGITUDE ,2018, R$ 105.799 ,45883,São Paulo
 Audi A3 TFSI SEDAN AMBIENTE ,2016, R$ 80.499 ,97450,São Paulo
 Honda City EX ,2018, R$ 79.299 ,56790,Rio de Janeiro
 Hyundai HB20X PREMIUM ,2019, R$ 71.999 ,16142,Minas Gerais
 Nissan Kicks START SL ,2018, R$ 86.299 ,47410,São Paulo
 Jeep Renegade LONGITUDE ,2019, R$ 80.299 ,51260,São Paulo
 Hyundai Creta PRESTIGE ,2017, R$ 90.499 ,43788,São Paulo
 Jeep Renegade SPORT ,2020, R$ 83.299 ,24375,São Paulo
 Chevrolet Cruze LT SPORT6 ,2013, R$ 55.299 ,110650,São Paulo
 Bmw 320i AUTOMÁTICO ,2012, R$ 66.299 ,110000,São Paulo
 Chevrolet Prisma MPFI LT ,2018, R$ 58.299 ,70180,São Paulo
 Volkswagen Passat TSI BLUEMOTION HIGHLINE DSG ,2018, R$ 140.799 ,33750,Minas Gerais
 Toyota Corolla GLI UPPER ,2016, R$ 76.799 ,77000,São Paulo
 Honda Civic EX ,2021, R$ 124.799 ,10600,Rio de Janeiro
 Honda City LX ,2016, R$ 66.299 ,92700,São Paulo
 Jeep Compass LONGITUDE ,2018, R$ 105.299 ,60600,São Paulo
 Honda Civic ONE EX ,2017, R$ 100.299 ,47324,São Paulo
 Toyota Corolla GLI ,2015, R$ 73.999 ,71828,São Paulo
 Volkswagen Jetta 250 TSI TOTAL COMFORTLINE ,2018, R$ 102.499 ,41000,São Paulo
 Volkswagen Golf TSI COMFORTLINE ,2015, R$ 73.299 ,86110,São Paulo
 Ford Eco Sport TITANIUM ,2017, R$ 67.299 ,32030,São Paulo
 Mercedes Benz C 300 CGI SPORT ,2017, R$ 193.299 ,25758,São Paulo
 Volkswagen Polo 200 TSI COMFORTLINE ,2019, R$ 76.999 ,22264,São Paulo
 Hyundai HB20S PREMIUM ,2017, R$ 64.799 ,67000,São Paulo
 Toyota Corolla XEI ,2016, R$ 83.499 ,75518,São Paulo
 Jeep Compass SPORT ,2017, R$ 92.999 ,40677,São Paulo
 Honda City LX ,2015, R$ 61.999 ,71000,Minas Gerais
 Jeep Renegade LIMITED ,2019, R$ 91.799 ,31765,Rio de Janeiro
 Volkswagen Gol MI G.VI ,2013, R$ 30.999 ,56020,São Paulo
 Nissan Kicks START SL ,2017, R$ 82.499 ,62000,São Paulo
 Jeep Compass LONGITUDE ,2018, R$ 106.299 ,32051,São Paulo
 Jeep Compass SPORT ,2020, R$ 109.499 ,15954,São Paulo
 Nissan Kicks START SL ,2018, R$ 85.999 ,53123,São Paulo
 Hyundai Creta ATTITUDE ,2020, R$ 89.499 ,22400,São Paulo
 Bmw 320i SPORT TURBO ACTIVE ,2017, R$ 136.299 ,33360,São Paulo
 Hyundai Azera MPFI GLS V6 ,2012, R$ 68.499 ,67584,São Paulo
 Chevrolet Cruze LT SPORT6 ,2015, R$ 65.799 ,76870,São Paulo
 Chevrolet Tracker TURBO LTZ ,2017, R$ 87.799 ,65260,São Paulo
 Volkswagen Golf MSI COMFORTLINE TOTAL ,2016, R$ 76.299 ,75207,São Paulo
 Jeep Renegade SPORT ,2017, R$ 70.799 ,63690,São Paulo
 Audi Q3 35 TFSI  BLACK ,2020, R$ 228.799 ,17600,Rio de Janeiro
 Nissan Kicks START S ,2020, R$ 84.499 ,45080,São Paulo
 Hyundai Creta PRESTIGE ,2017, R$ 90.299 ,51450,São Paulo
 Honda Hr-V LX ,2016, R$ 79.799 ,63709,São Paulo
 Honda Civic LXL SE ,2011, R$ 46.499 ,90200,São Paulo
 Volkswagen Passat TSI BLUEMOTION HIGHLINE DSG ,2018, R$ 139.799 ,47056,São Paulo
 Jeep Renegade SPORT ,2017, R$ 67.999 ,69438,São Paulo
 Volvo XC60 T5 DYNAMIC FWD TURBO ,2015, R$ 83.299 ,97750,São Paulo
 Chevrolet S10 LTZ CD ,2018, R$ 137.799 ,42793,São Paulo
 Nissan Kicks START SV ,2018, R$ 83.799 ,49200,São Paulo
 Hyundai Creta ATTITUDE ,2017, R$ 81.799 ,43895,São Paulo
 Nissan Kicks START SV ,2018, R$ 83.799 ,50571,São Paulo
 Volkswagen Gol MI CITY ,2015, R$ 35.299 ,98285,São Paulo
 Honda City DX ,2015, R$ 51.799 ,96000,São Paulo
 Troller T4 XLT TURBO ,2017, R$ 159.499 ,52445,São Paulo
 Honda Hr-V LX ,2018, R$ 94.299 ,44353,São Paulo
 Honda City EX ,2017, R$ 73.999 ,33712,São Paulo
 Honda City EX ,2015, R$ 64.499 ,64551,São Paulo
 Jeep Renegade LONGITUDE ,2019, R$ 80.499 ,46435,São Paulo
 Hyundai Creta PRESTIGE ,2017, R$ 90.799 ,37871,São Paulo
 Honda Hr-V TURBO TOURING ,2020, R$ 139.999 ,12638,São Paulo
 Jeep Renegade SPORT ,2017, R$ 70.999 ,51762,São Paulo
 Hyundai Elantra SPECIAL EDITION ,2018, R$ 85.999 ,59708,São Paulo
 Dodge Journey RT AWD V6 ,2015, R$ 73.299 ,73581,São Paulo
 Bmw 320i SPORT TURBO ACTIVE ,2017, R$ 135.799 ,43000,São Paulo
 Nissan Kicks START SL ,2017, R$ 81.999 ,79987,São Paulo
 Hyundai HB20X PREMIUM ,2017, R$ 61.499 ,79268,São Paulo
 Ford Eco Sport TI-VCT TITANIUM ,2020, R$ 85.799 ,20642,São Paulo
 Nissan Kicks START SL ,2019, R$ 94.299 ,32000,São Paulo
 Hyundai Creta PULSE ,2017, R$ 84.299 ,56060,São Paulo
 Bmw X1 TURBO ACTIVE SDRIVE20I ,2019, R$ 178.499 ,23557,São Paulo
 Chevrolet Cruze LT ,2012, R$ 48.999 ,105814,São Paulo
 Honda Hr-V EX ,2016, R$ 85.799 ,58999,São Paulo
 Jeep Renegade LONGITUDE ,2019, R$ 80.799 ,39792,São Paulo
 Nissan Kicks START SL ,2018, R$ 86.499 ,40600,São Paulo
 Hyundai Creta PULSE PLUS ,2019, R$ 91.999 ,45204,São Paulo
 Hyundai Creta SPORT ,2018, R$ 91.299 ,59503,São Paulo
 Jeep Compass NIGHT EAGLE ,2018, R$ 109.499 ,35992,São Paulo
 Hyundai Creta PULSE ,2017, R$ 84.499 ,47188,São Paulo
 Honda Hr-V EXL ,2016, R$ 86.799 ,80353,Minas Gerais
 Jeep Renegade LIMITED ,2019, R$ 91.499 ,39295,São Paulo
 Hyundai HB20S PREMIUM ,2016, R$ 62.299 ,62561,São Paulo
 Chevrolet Onix MPFI ACTIV ,2018, R$ 66.799 ,69412,São Paulo
 Honda Hr-V EX ,2016, R$ 85.499 ,65231,São Paulo
 Volkswagen Voyage MI COMFORTLINE I-MOTION ,2013, R$ 36.999 ,76999,São Paulo
 Volkswagen Tiguan TSI TURBO ,2015, R$ 76.499 ,76300,São Paulo
 Jeep Renegade SPORT ,2016, R$ 68.299 ,61309,São Paulo
 Jeep Renegade LONGITUDE ,2016, R$ 71.799 ,58100,São Paulo
 Jeep Renegade SPORT ,2017, R$ 68.799 ,43308,São Paulo
 Volkswagen Jetta TSI HIGHLINE ,2015, R$ 81.299 ,77930,São Paulo
 Volkswagen Passat TSI BLUEMOTION HIGHLINE DSG ,2018, R$ 139.299 ,61307,Rio de Janeiro
 Hyundai Creta PULSE ,2017, R$ 86.999 ,30677,São Paulo
 Ford Eco Sport SE ,2017, R$ 62.799 ,40672,São Paulo
 Honda Fit EX ,2015, R$ 59.799 ,104940,São Paulo
 Ford Eco Sport SE ,2017, R$ 62.799 ,41624,Minas Gerais
 Honda City LX ,2017, R$ 71.299 ,50143,São Paulo
 Volkswagen Jetta TSI HIGHLINE ,2016, R$ 83.999 ,102340,São Paulo
 Jeep Renegade SPORT ,2016, R$ 67.799 ,79944,São Paulo
 Volkswagen Polo 200 TSI HIGHLINE ,2019, R$ 82.799 ,49250,São Paulo
 Volkswagen Polo 200 TSI COMFORTLINE ,2019, R$ 76.499 ,37058,São Paulo
 Jeep Renegade LONGITUDE ,2019, R$ 80.499 ,44155,São Paulo
 Ford Eco Sport FREESTYLE ,2015, R$ 56.499 ,83743,São Paulo
 Honda Hr-V EXL ,2017, R$ 93.799 ,68918,São Paulo
 Hyundai Creta PULSE ,2017, R$ 84.499 ,49541,São Paulo
 Hyundai Creta PRESTIGE ,2018, R$ 97.799 ,47371,São Paulo
 Volkswagen Tiguan TSI TURBO ,2012, R$ 58.299 ,111739,São Paulo
 Nissan Kicks START SL ,2018, R$ 86.299 ,47057,São Paulo
 Jeep Renegade LONGITUDE ,2018, R$ 78.799 ,47928,São Paulo
 Honda City EXL ,2020, R$ 94.499 ,39960,São Paulo
 Nissan Kicks START SV LIMITED ,2017, R$ 80.799 ,58562,São Paulo
 Audi Q5 TFSI S-LINE ,2020, R$ 250.299 ,19989,São Paulo
 Fiat Palio MPI SPORTING ,2016, R$ 47.999 ,69506,São Paulo
 Jeep Renegade SPORT ,2019, R$ 79.999 ,21378,São Paulo
 Volkswagen Virtus MSI TOTAL ,2019, R$ 67.999 ,49096,São Paulo
 Honda Hr-V EX ,2017, R$ 89.499 ,74955,São Paulo
 Chevrolet Onix MPFI ACTIV ,2018, R$ 66.799 ,73103,São Paulo
 Mitsubishi Outlander GT V6 ,2014, R$ 80.499 ,84060,São Paulo
 Honda Civic TURBO TOURING ,2020, R$ 144.999 ,22766,São Paulo
 Volkswagen Spacefox MI TREND ,2014, R$ 39.999 ,104852,São Paulo
 Fiat Palio MPI ATTRACTIVE ,2016, R$ 38.499 ,44130,São Paulo
 Suzuki Vitara 4YOU ALLGRIP ,2018, R$ 87.999 ,54194,São Paulo
 Toyota Corolla XEI ,2015, R$ 74.799 ,107763,São Paulo
 Hyundai HB20S PREMIUM ,2018, R$ 69.799 ,47377,São Paulo
 Mercedes Benz C 180 CGI EXCLUSIVE ,2018, R$ 148.799 ,14687,São Paulo
 Volkswagen Jetta I VARIANT ,2011, R$ 49.799 ,97289,São Paulo
 Volkswagen Virtus 200 TSI COMFORTLINE ,2019, R$ 80.299 ,36375,São Paulo
 Renault Captur SCE INTENSE ,2018, R$ 78.499 ,71029,São Paulo
 Nissan Kicks START S DIRECT ,2018, R$ 79.999 ,69250,São Paulo
 Chevrolet Tracker TURBO LTZ ,2017, R$ 83.999 ,36487,São Paulo
 Renault Duster DYNAMIQUE ,2016, R$ 60.299 ,95355,São Paulo
 Ford Eco Sport TI-VCT TITANIUM ,2020, R$ 85.799 ,17582,São Paulo
 Volkswagen Golf TSI VARIANT COMFORTLINE ,2016, R$ 81.799 ,79756,São Paulo
 Jeep Renegade SPORT ,2018, R$ 70.799 ,64336,São Paulo
 Jeep Renegade SPORT ,2020, R$ 82.999 ,35336,São Paulo
 Toyota Corolla GLI ,2016, R$ 76.799 ,76530,São Paulo
 Honda Hr-V EXL ,2020, R$ 119.799 ,33990,São Paulo
 Volkswagen Golf TSI VARIANT HIGHLINE TOTAL ,2017, R$ 91.799 ,51835,São Paulo
 Chevrolet S10 LT CD ,2013, R$ 79.999 ,82135,São Paulo
 Fiat Freemont PRECISION ,2012, R$ 49.799 ,75670,São Paulo
 Hyundai Creta PULSE PLUS ,2018, R$ 89.299 ,40074,São Paulo
 Volkswagen Jetta COMFORTLINE ,2014, R$ 59.799 ,103000,São Paulo
 Volkswagen Virtus 200 TSI HIGHLINE ,2018, R$ 79.999 ,49408,São Paulo
 Hyundai Creta ATTITUDE ,2018, R$ 82.499 ,36788,São Paulo
 Volkswagen Golf TSI COMFORTLINE TOTAL ,2017, R$ 75.999 ,74585,São Paulo
 Fiat Palio MPI SPORTING ,2013, R$ 38.299 ,86142,São Paulo
 Honda Fit EXL ,2016, R$ 68.299 ,52360,São Paulo
 Honda Hr-V LX ,2017, R$ 84.799 ,80420,São Paulo
 Jeep Renegade LONGITUDE ,2017, R$ 73.999 ,90720,São Paulo
 Honda Hr-V EXL ,2016, R$ 87.799 ,58103,São Paulo
 Nissan Kicks START SL ,2018, R$ 85.299 ,75559,São Paulo
 Land Rover Discovery Sport SI4 TURBO HSE LUXURY ,2015, R$ 144.299 ,75700,São Paulo
 Ford Eco Sport TIVCT FREESTYLE ,2018, R$ 70.999 ,65135,São Paulo
 Bmw X1 TURBO ACTIVE SDRIVE20I ,2019, R$ 177.799 ,37494,São Paulo
 Volkswagen Golf TSI COMFORTLINE ,2014, R$ 70.999 ,92500,São Paulo
 Nissan Kicks START SV ,2018, R$ 83.799 ,48159,São Paulo
 Chevrolet Tracker TURBO PREMIER ,2018, R$ 90.999 ,59819,São Paulo
 Ford Focus FC ,2011, R$ 32.799 ,82595,São Paulo
 Honda Civic ONE EXL ,2018, R$ 107.999 ,48099,São Paulo
 Volkswagen Amarok HIGHLINE EXTREME CD TURBO ,2017, R$ 160.499 ,81214,Minas Gerais
 Fiat Cronos E.TORQ PRECISION ,2019, R$ 72.999 ,18655,São Paulo
